Date,Product_ID,Product_Name,Store_ID,Warehouse_ID,Sales_Quantity,Stock_Quantity,Price,Revenue
2026-06-25,83,Product_83,10,10,6.0,277,70.18,421.08
2026-06-25,98,Product_98,15,5,8.0,450,15.11,120.88
2026-07-02,89,Product_89,18,8,15.0,242,47.02,705.3
2026-06-05,98,Product_98,18,8,3.0,123,15.11,45.33
2026-08-02,93,Product_93,13,3,1.0,101,15.51,15.51
2026-08-18,48,Product_48,20,10,6.0,365,51.75,310.5
2026-07-07,37,Product_37,18,8,4.0,338,29.07,116.28
2026-06-20,119,Product_119,10,10,4.0,148,81.09,324.36
2026-08-21,52,Product_52,9,9,0.0,419,16.12,0.0
2026-08-18,83,Product_83,10,10,3.0,106,70.18,210.54
2026-07-12,30,Product_30,1,1,11.0,157,18.05,198.55
2026-06-24,65,Product_65,7,7,15.0,215,19.04,285.6
2026-08-07,80,Product_80,8,8,34.0,204,65.52,2227.68
2026-08-16,94,Product_94,16,6,32.0,59,99.72,3191.04
2026-06-03,79,Product_79,6,6,2.0,175,85.8,171.6
2026-06-26,55,Product_55,14,4,5.0,225,44.77,223.85
2026-08-17,145,Product_145,7,7,15.0,441,22.44,336.6
2026-06-10,77,Product_77,8,8,9.0,98,95.36,858.24
2026-06-23,122,Product_122,2,2,0.0,24,71.32,0.0
2026-08-14,111,Product_111,11,1,5.0,105,8.44,42.2
2026-08-13,84,Product_84,2,2,6.0,341,6.17,37.02
2026-06-25,133,Product_133,5,5,16.0,488,23.34,373.44
2026-08-18,20,Product_20,11,1,5.0,380,74.81,374.05
2026-06-28,139,Product_139,14,4,5.0,476,63.55,317.75
2026-06-19,128,Product_128,9,9,5.0,39,75.79,378.95
2026-07-07,76,Product_76,6,6,6.0,187,73.19,439.14
2026-07-24,111,Product_111,18,8,6.0,119,8.44,50.64
2026-07-25,79,Product_79,7,7,7.0,431,85.8,600.6
2026-06-24,41,Product_41,7,7,0.0,28,21.27,0.0
2026-07-28,120,Product_120,2,2,31.0,285,93.14,2887.34
2026-06-02,37,Product_37,8,8,3.0,245,29.07,87.21
2026-06-07,48,Product_48,5,5,20.0,360,51.75,1035.0
2026-06-23,78,Product_78,8,8,1.0,173,16.26,16.26
2026-08-25,126,Product_126,4,4,3.0,306,16.87,50.61
2026-08-03,58,Product_58,4,4,12.0,54,36.7,440.4
2026-06-05,75,Product_75,15,5,1.0,479,98.73,98.73
2026-06-07,7,Product_7,10,10,10.0,182,70.15,701.5
2026-08-15,18,Product_18,14,4,15.0,52,65.13,976.95
2026-07-16,9,Product_9,12,2,6.0,112,95.14,570.84
2026-08-04,11,Product_11,11,1,0.0,173,50.69,0.0
2026-06-28,131,Product_131,10,10,8.0,213,19.75,158.0
2026-06-27,127,Product_127,8,8,25.0,325,52.93,1323.25
2026-06-15,124,Product_124,6,6,7.0,93,8.81,61.67
2026-07-24,9,Product_9,18,8,8.0,443,95.14,761.12
2026-07-22,12,Product_12,9,9,7.0,417,36.19,253.33
2026-07-20,43,Product_43,18,8,10.0,495,59.38,593.8
2026-08-23,85,Product_85,16,6,6.0,362,48.16,288.96
2026-07-31,51,Product_51,13,3,4.0,418,16.37,65.48
2026-08-23,74,Product_74,17,7,10.0,399,40.75,407.5
2026-08-06,26,Product_26,14,4,1.0,125,14.03,14.03
2026-06-12,110,Product_110,17,7,10.0,32,67.35,673.5
2026-07-17,48,Product_48,16,6,10.0,106,51.75,517.5
2026-08-27,10,Product_10,13,3,17.0,115,92.05,1564.85
2026-08-04,112,Product_112,15,5,5.0,128,5.52,27.6
2026-06-11,136,Product_136,17,7,4.0,407,98.12,392.48
2026-06-18,3,Product_3,5,5,6.0,274,39.91,239.46
2026-06-07,66,Product_66,18,8,2.0,274,93.93,187.86
2026-08-02,125,Product_125,11,1,52.0,332,24.17,1256.84
2026-07-10,106,Product_106,3,3,6.0,212,18.59,111.54
2026-07-09,129,Product_129,4,4,12.0,440,64.85,778.2
2026-08-27,63,Product_63,16,6,2.0,91,34.87,69.74
2026-08-24,56,Product_56,17,7,7.0,176,78.56,549.92
2026-06-09,107,Product_107,14,4,6.0,379,78.79,472.74
2026-08-16,24,Product_24,14,4,13.0,361,17.55,228.15
2026-08-24,36,Product_36,18,8,10.0,478,94.87,948.7
2026-06-01,91,Product_91,20,10,12.0,316,92.25,1107.0
2026-08-22,101,Product_101,17,7,1.0,411,66.76,66.76
2026-08-08,18,Product_18,3,3,18.0,87,65.13,1172.34
2026-06-26,77,Product_77,17,7,10.0,99,95.36,953.6
2026-07-25,55,Product_55,11,1,7.0,434,44.77,313.39
2026-06-04,76,Product_76,16,6,,420,73.19,292.76
2026-08-04,144,Product_144,15,5,4.0,419,13.71,54.84
2026-07-02,12,Product_12,14,4,9.0,487,36.19,325.71
2026-06-24,150,Product_150,18,8,9.0,469,59.38,534.42
2026-08-11,68,Product_68,4,4,24.0,223,41.42,994.08
2026-08-11,116,Product_116,18,8,5.0,65,27.66,138.3
2026-07-02,64,Product_64,7,7,4.0,162,19.97,79.88
2026-06-13,47,Product_47,5,5,2.0,210,80.93,161.86
2026-08-06,116,Product_116,15,5,9.0,98,27.66,248.94
2026-08-20,104,Product_104,20,10,10.0,178,7.75,77.5
2026-08-18,22,Product_22,2,2,8.0,68,71.01,568.08
2026-07-10,106,Product_106,20,10,12.0,447,18.59,223.08
2026-07-17,113,Product_113,7,7,38.0,399,9.91,376.58
2026-06-10,59,Product_59,20,10,3.0,390,90.34,271.02
2026-06-30,139,Product_139,1,1,1.0,81,63.55,63.55
2026-08-03,97,Product_97,13,3,8.0,147,84.51,676.08
2026-08-08,51,Product_51,11,1,4.0,357,16.37,65.48
2026-07-05,2,Product_2,17,7,6.0,27,27.09,162.54
2026-08-22,102,Product_102,10,10,5.0,28,13.59,67.95
2026-06-23,32,Product_32,2,2,4.0,472,81.08,324.32
2026-08-03,114,Product_114,4,4,6.0,180,62.56,375.36
2026-07-31,79,Product_79,6,6,1.0,234,85.8,85.8
2026-07-24,71,Product_71,18,8,1.0,333,93.93,93.93
2026-07-01,25,Product_25,2,2,1.0,105,63.37,63.37
2026-08-03,107,Product_107,17,7,7.0,51,78.79,551.53
2026-06-20,25,Product_25,11,1,1.0,452,63.37,63.37
2026-08-14,63,Product_63,12,2,3.0,270,34.87,104.61
2026-07-25,126,Product_126,20,10,8.0,174,16.87,134.96
2026-07-07,139,Product_139,16,6,4.0,196,63.55,254.2
2026-07-02,149,Product_149,13,3,5.0,206,65.46,327.3
2026-06-12,144,Product_144,17,7,3.0,476,13.71,41.13
2026-06-05,84,Product_84,10,10,6.0,362,6.17,37.02
2026-06-29,31,Product_31,19,9,16.0,321,96.09,1537.44
2026-06-21,126,Product_126,16,6,5.0,247,16.87,84.35
2026-08-01,121,Product_121,20,10,5.0,498,78.35,391.75
2026-07-11,149,Product_149,12,2,6.0,406,65.46,392.76
2026-06-14,98,Product_98,13,3,5.0,344,15.11,75.55
2026-07-22,22,Product_22,10,10,13.0,295,71.01,923.13
2026-07-28,76,Product_76,19,9,3.0,240,73.19,219.57
2026-07-14,68,Product_68,13,3,31.0,256,41.42,1284.02
2026-07-29,127,Product_127,4,4,28.0,413,52.93,1482.04
2026-08-22,59,Product_59,11,1,4.0,23,90.34,361.36
2026-07-24,50,Product_50,3,3,8.0,355,93.47,747.76
2026-07-01,13,Product_13,13,3,11.0,124,55.87,614.57
2026-07-27,126,Product_126,14,4,7.0,289,16.87,118.09
2026-08-18,114,Product_114,17,7,4.0,188,62.56,250.24
2026-07-28,7,Product_7,4,4,7.0,97,70.15,491.05
2026-07-14,66,Product_66,10,10,1.0,212,93.93,93.93
2026-06-11,72,Product_72,8,8,4.0,163,79.13,316.52
2026-08-01,71,Product_71,9,9,4.0,382,93.93,375.72
2026-08-10,138,Product_138,19,9,14.0,164,10.18,142.52
2026-07-19,23,Product_23,12,2,17.0,309,86.77,1475.09
2026-07-27,46,Product_46,9,9,1.0,348,77.57,77.57
2026-06-10,28,Product_28,19,9,4.0,103,13.03,52.12
2026-08-27,37,Product_37,11,1,4.0,120,29.07,116.28
2026-07-09,137,Product_137,9,9,12.0,137,63.1,757.2
2026-08-19,142,Product_142,11,1,3.0,120,72.41,217.23
2026-07-31,7,Product_7,17,7,11.0,228,70.15,771.65
2026-08-04,95,Product_95,10,10,6.0,155,88.52,531.12
2026-06-25,35,Product_35,13,3,3.0,62,80.54,241.62
2026-06-24,29,Product_29,4,4,2.0,364,93.91,187.82
2026-06-30,44,Product_44,1,1,11.0,497,49.27,541.97
2026-06-25,30,Product_30,2,2,7.0,378,18.05,126.35
2026-08-03,74,Product_74,10,10,4.0,178,40.75,163.0
2026-06-14,150,Product_150,15,5,8.0,473,59.38,475.04
2026-08-06,88,Product_88,5,5,4.0,354,48.56,194.24
2026-06-14,109,Product_109,19,9,4.0,44,91.51,366.04
2026-07-19,74,Product_74,4,4,10.0,87,40.75,407.5
2026-06-27,3,Product_3,14,4,10.0,235,39.91,399.1
2026-08-06,13,Product_13,5,5,12.0,353,55.87,670.44
2026-06-26,41,Product_41,2,2,6.0,449,21.27,127.62
2026-08-15,37,Product_37,15,5,8.0,212,29.07,232.56
2026-08-18,127,Product_127,11,1,24.0,122,52.93,1270.32
2026-07-16,127,Product_127,13,3,17.0,40,52.93,899.81
2026-06-03,129,Product_129,19,9,7.0,340,64.85,453.95
2026-08-02,96,Product_96,11,1,2.0,346,31.97,63.94
2026-08-01,84,Product_84,17,7,3.0,218,6.17,18.51
2026-06-02,98,Product_98,10,10,7.0,177,15.11,105.77
2026-07-21,62,Product_62,7,7,14.0,491,39.6,554.4
2026-06-03,101,Product_101,8,8,0.0,275,66.76,0.0
2026-06-23,120,Product_120,7,7,19.0,360,93.14,1769.66
2026-07-25,115,Product_115,18,8,4.0,257,81.14,324.56
2026-07-12,93,Product_93,11,1,2.0,298,15.51,31.02
2026-07-28,9,Product_9,19,9,4.0,59,95.14,380.56
2026-07-08,109,Product_109,6,6,6.0,151,91.51,549.06
2026-06-27,55,Product_55,16,6,3.0,425,44.77,134.31
2026-06-07,112,Product_112,3,3,5.0,173,5.52,27.6
2026-07-26,81,Product_81,6,6,13.0,26,16.58,215.54
2026-07-19,133,Product_133,1,1,9.0,315,23.34,210.06
2026-06-10,51,Product_51,19,9,5.0,-5,16.37,81.85
2026-06-11,140,Product_140,6,6,8.0,419,9.02,72.16
2026-08-09,127,Product_127,17,7,30.0,63,52.93,1587.9
2026-08-14,50,Product_50,9,9,5.0,320,93.47,467.35
2026-07-02,73,Product_73,3,3,12.0,259,50.54,606.48
2026-08-28,80,Product_80,7,7,17.0,412,65.52,1113.84
2026-07-22,116,Product_116,7,7,9.0,91,27.66,248.94
2026-07-20,104,Product_104,11,1,10.0,126,7.75,77.5
2026-08-28,128,Product_128,7,7,2.0,293,75.79,151.58
2026-07-26,56,Product_56,14,4,14.0,362,78.56,1099.84
2026-07-17,76,Product_76,15,5,3.0,128,73.19,219.57
2026-06-12,65,Product_65,4,4,10.0,225,19.04,190.4
2026-07-18,137,Product_137,11,1,10.0,183,63.1,631.0
2026-06-30,46,Product_46,12,2,1.0,286,77.57,77.57
2026-06-10,89,Product_89,6,6,18.0,491,47.02,846.36
2026-07-18,19,Product_19,16,6,3.0,154,32.37,97.11
2026-06-04,128,Product_128,5,5,5.0,159,75.79,378.95
2026-08-23,58,Product_58,18,8,26.0,223,36.7,954.2
2026-08-23,52,Product_52,10,10,6.0,411,16.12,96.72
2026-08-05,88,Product_88,8,8,4.0,363,48.56,194.24
2026-08-17,75,Product_75,14,4,1.0,163,98.73,98.73
2026-08-14,128,Product_128,13,3,2.0,349,75.79,151.58
2026-08-12,80,Product_80,11,1,28.0,185,65.52,1834.56
2026-06-12,78,Product_78,14,4,8.0,166,16.26,130.08
2026-08-29,16,Product_16,6,6,13.0,280,81.42,1058.46
2026-06-22,4,Product_4,17,7,10.0,242,39.81,398.1
2026-06-09,60,Product_60,13,3,6.0,231,77.44,464.64
2026-08-19,150,Product_150,5,5,9.0,463,59.38,534.42
2026-08-08,138,Product_138,20,10,22.0,153,10.18,223.96
2026-07-24,95,Product_95,18,8,4.0,319,88.52,354.08
2026-06-11,95,Product_95,4,4,2.0,371,88.52,177.04
2026-06-29,59,Product_59,16,6,2.0,401,90.34,180.68
2026-07-28,27,Product_27,11,1,5.0,61,73.94,369.7
2026-08-03,2,Product_2,16,6,7.0,59,27.09,189.63
2026-08-04,51,Product_51,8,8,5.0,489,16.37,81.85
2026-06-23,48,Product_48,5,5,7.0,247,51.75,362.25
2026-08-02,29,Product_29,5,5,0.0,452,93.91,0.0
2026-06-10,39,Product_39,2,2,8.0,463,14.03,112.24
2026-06-24,4,Product_4,18,8,12.0,220,39.81,477.72
2026-06-02,92,Product_92,7,7,6.0,377,79.22,475.32
2026-08-19,140,Product_140,20,10,4.0,491,9.02,36.08
2026-07-04,104,Product_104,5,5,14.0,218,7.75,108.5
2026-07-21,68,Product_68,8,8,23.0,406,41.42,952.66
2026-06-01,64,Product_64,18,8,5.0,399,19.97,99.85
2026-08-22,47,Product_47,7,7,1.0,420,80.93,80.93
2026-07-06,22,Product_22,16,6,13.0,215,71.01,923.13
2026-07-11,90,Product_90,2,2,4.0,80,33.68,134.72
2026-07-03,85,Product_85,20,10,8.0,270,48.16,385.28
2026-07-01,2,Product_2,13,3,10.0,30,27.09,270.9
2026-06-28,63,Product_63,16,6,4.0,339,34.87,139.48
2026-08-20,42,Product_42,1,1,6.0,482,58.67,352.02
2026-06-08,26,Product_26,20,10,4.0,448,14.03,56.12
2026-08-13,106,Product_106,10,10,10.0,112,18.59,185.9
2026-06-23,79,Product_79,5,5,5.0,216,85.8,429.0
2026-06-08,96,Product_96,4,4,0.0,86,31.97,0.0
2026-08-18,108,Product_108,2,2,4.0,115,23.83,95.32
2026-07-10,148,Product_148,14,4,22.0,39,79.49,1748.78
2026-08-21,121,Product_121,5,5,1.0,498,78.35,78.35
2026-06-07,94,Product_94,19,9,24.0,370,99.72,2393.28
2026-06-07,132,Product_132,5,5,11.0,351,74.79,822.69
2026-08-18,72,Product_72,2,2,2.0,95,79.13,158.26
2026-06-23,148,Product_148,18,8,16.0,276,79.49,1271.84
2026-07-14,115,Product_115,16,6,1.0,401,81.14,81.14
2026-06-15,98,Product_98,11,1,8.0,379,15.11,120.88
2026-06-24,136,Product_136,17,7,4.0,412,98.12,392.48
2026-07-22,78,Product_78,15,5,5.0,36,16.26,81.3
2026-06-07,109,Product_109,4,4,6.0,390,91.51,549.06
2026-08-09,43,Product_43,9,9,23.0,253,59.38,1365.74
2026-06-27,145,Product_145,19,9,10.0,178,22.44,224.4
2026-08-21,94,Product_94,14,4,19.0,383,99.72,1894.68
2026-07-03,118,Product_118,13,3,1.0,161,10.44,10.44
2026-08-04,70,Product_70,4,4,0.0,298,57.53,0.0
2026-08-27,131,Product_131,11,1,5.0,217,19.75,98.75
2026-07-29,12,Product_12,4,4,14.0,181,36.19,506.66
2026-08-29,18,Product_18,14,4,16.0,336,65.13,1042.08
2026-08-04,77,Product_77,5,5,11.0,108,95.36,1048.96
2026-07-12,110,Product_110,6,6,7.0,373,67.35,471.45
2026-08-28,122,Product_122,12,2,1.0,367,71.32,71.32
2026-08-22,67,Product_67,1,1,11.0,125,46.6,512.6
2026-08-23,98,Product_98,14,4,11.0,352,15.11,166.21
2026-08-11,83,Product_83,9,9,2.0,480,70.18,140.36
2026-06-09,145,Product_145,11,1,10.0,41,22.44,224.4
2026-08-09,99,Product_99,15,5,9.0,225,99.91,899.19
2026-06-21,63,Product_63,16,6,6.0,38,34.87,209.22
2026-06-25,146,Product_146,19,9,7.0,146,98.1,686.7
2026-08-10,17,Product_17,4,4,2.0,78,55.61,111.22
2026-08-06,148,Product_148,9,9,20.0,381,79.49,1589.8
2026-06-07,24,Product_24,2,2,9.0,162,17.55,157.95
2026-08-29,44,Product_44,6,6,16.0,149,49.27,788.32
2026-08-01,124,Product_124,12,2,5.0,359,8.81,44.05
2026-08-15,111,Product_111,3,3,9.0,142,8.44,75.96
2026-08-21,146,Product_146,9,9,7.0,454,98.1,686.7
2026-07-19,113,Product_113,19,9,36.0,436,9.91,356.76
2026-06-30,96,Product_96,2,2,2.0,155,31.97,63.94
2026-06-01,52,Product_52,5,5,0.0,259,16.12,0.0
2026-08-04,1,Product_1,6,6,12.0,418,44.6,535.2
2026-07-04,19,Product_19,19,9,2.0,473,32.37,64.74
2026-07-08,45,Product_45,15,5,9.0,307,54.65,491.85
2026-07-29,7,Product_7,4,4,10.0,70,70.15,701.5
2026-07-08,77,Product_77,15,5,8.0,82,95.36,762.88
2026-06-13,117,Product_117,1,1,2.0,323,85.69,171.38
2026-08-18,145,Product_145,16,6,11.0,241,22.44,246.84
2026-07-07,74,Product_74,5,5,6.0,328,40.75,244.5
2026-08-04,132,Product_132,15,5,11.0,65,74.79,822.69
2026-08-03,148,Product_148,10,10,25.0,380,79.49,1987.25
2026-06-23,129,Product_129,15,5,7.0,52,64.85,453.95
2026-08-20,70,Product_70,7,7,1.0,45,57.53,57.53
2026-08-28,49,Product_49,11,1,7.0,408,61.96,433.72
2026-08-03,147,Product_147,19,9,10.0,54,48.56,485.6
2026-08-16,37,Product_37,17,7,13.0,336,29.07,377.91
2026-07-25,62,Product_62,11,1,21.0,479,39.6,831.6
2026-06-28,12,Product_12,19,9,19.0,180,36.19,687.61
2026-06-21,120,Product_120,3,3,30.0,332,93.14,2794.2
2026-08-24,98,Product_98,15,5,9.0,331,15.11,135.99
2026-07-31,13,Product_13,13,3,9.0,108,55.87,502.83
2026-07-14,34,Product_34,6,6,0.0,425,79.35,0.0
2026-08-15,84,Product_84,8,8,4.0,468,6.17,24.68
2026-07-21,82,Product_82,9,9,11.0,289,60.88,669.68
2026-07-10,121,Product_121,14,4,1.0,377,78.35,78.35
2026-06-06,40,Product_40,13,3,3.0,79,63.54,190.62
2026-08-20,139,Product_139,16,6,5.0,496,63.55,317.75
2026-06-07,67,Product_67,14,4,9.0,262,46.6,419.4
2026-07-01,124,Product_124,20,10,2.0,89,8.81,17.62
2026-07-25,36,Product_36,17,7,7.0,217,94.87,664.09
2026-07-27,6,Product_6,12,2,16.0,167,41.05,656.8
2026-07-29,9,Product_9,1,1,6.0,349,95.14,570.84
2026-08-15,56,Product_56,8,8,10.0,193,78.56,785.6
2026-07-17,143,Product_143,3,3,18.0,275,21.45,386.1
2026-08-19,8,Product_8,9,9,7.0,409,33.2,232.4
2026-07-23,56,Product_56,20,10,1.0,72,78.56,78.56
2026-07-13,17,Product_17,9,9,3.0,188,55.61,166.83
2026-07-05,140,Product_140,17,7,19.0,309,9.02,171.38
2026-07-12,102,Product_102,10,10,,159,13.59,27.18
2026-07-13,115,Product_115,12,2,1.0,257,81.14,81.14
2026-08-25,107,Product_107,1,1,8.0,447,78.79,630.32
2026-06-15,99,Product_99,14,4,7.0,64,99.91,699.37
2026-07-12,117,Product_117,5,5,4.0,335,85.69,342.76
2026-06-12,2,Product_2,10,10,3.0,398,27.09,81.27
2026-06-01,130,Product_130,20,10,3.0,233,85.86,257.58
2026-07-11,111,Product_111,5,5,15.0,235,8.44,126.6
2026-07-14,111,Product_111,19,9,9.0,499,8.44,75.96
2026-06-27,60,Product_60,17,7,13.0,89,77.44,1006.72
2026-07-25,121,Product_121,1,1,3.0,443,78.35,235.05
2026-06-02,58,Product_58,8,8,25.0,198,36.7,917.5
2026-08-06,8,Product_8,20,10,11.0,391,33.2,365.2
2026-07-08,137,Product_137,10,10,5.0,200,63.1,315.5
2026-06-08,36,Product_36,16,6,6.0,278,94.87,569.22
2026-08-23,16,Product_16,19,9,13.0,191,81.42,1058.46
2026-07-22,94,Product_94,1,1,27.0,352,99.72,2692.44
2026-07-13,36,Product_36,15,5,11.0,75,94.87,1043.57
2026-07-25,129,Product_129,19,9,10.0,172,64.85,648.5
2026-07-20,67,Product_67,12,2,4.0,251,46.6,186.4
2026-08-01,1,Product_1,20,10,10.0,193,44.6,446.0
2026-08-05,143,Product_143,14,4,14.0,305,21.45,300.3
2026-06-25,78,Product_78,13,3,5.0,304,16.26,81.3
2026-07-29,40,Product_40,3,3,5.0,427,63.54,317.7
2026-08-08,102,Product_102,16,6,1.0,241,13.59,13.59
2026-06-13,80,Product_80,18,8,27.0,109,65.52,1769.04
2026-08-11,5,Product_5,7,7,4.0,69,36.11,144.44
2026-07-02,114,Product_114,4,4,0.0,209,62.56,0.0
2026-06-13,61,Product_61,12,2,14.0,55,30.7,429.8
2026-08-03,105,Product_105,19,9,6.0,267,27.88,167.28
2026-08-09,135,Product_135,15,5,6.0,102,72.44,434.64
2026-07-20,92,Product_92,17,7,8.0,496,79.22,633.76
2026-07-26,101,Product_101,12,2,0.0,179,66.76,0.0
2026-07-11,39,Product_39,9,9,10.0,97,14.03,140.3
2026-07-10,36,Product_36,7,7,5.0,387,94.87,474.35
2026-06-30,63,Product_63,17,7,5.0,126,34.87,174.35
2026-08-10,128,Product_128,13,3,5.0,308,75.79,378.95
2026-07-15,79,Product_79,15,5,1.0,439,85.8,85.8
2026-06-12,53,Product_53,17,7,6.0,440,13.33,79.98
2026-06-22,117,Product_117,20,10,5.0,41,85.69,428.45
2026-07-03,129,Product_129,17,7,12.0,150,64.85,778.2
2026-08-07,136,Product_136,9,9,5.0,90,98.12,490.6
2026-08-20,45,Product_45,3,3,5.0,130,54.65,273.25
2026-06-15,107,Product_107,12,2,6.0,155,78.79,472.74
2026-06-13,89,Product_89,9,9,17.0,478,47.02,799.34
2026-07-17,68,Product_68,19,9,22.0,186,41.42,911.24
2026-08-23,60,Product_60,1,1,8.0,191,77.44,619.52
2026-06-26,18,Product_18,18,8,13.0,207,65.13,846.69
2026-07-27,42,Product_42,13,3,5.0,178,58.67,293.35
2026-08-05,83,Product_83,2,2,7.0,223,70.18,491.26
2026-06-01,133,Product_133,5,5,14.0,483,23.34,326.76
2026-07-03,130,Product_130,2,2,0.0,52,85.86,0.0
2026-06-14,29,Product_29,19,9,1.0,137,93.91,93.91
2026-08-28,102,Product_102,13,3,5.0,338,13.59,67.95
2026-06-05,13,Product_13,13,3,5.0,430,55.87,279.35
2026-06-12,102,Product_102,11,1,3.0,268,13.59,40.77
2026-08-09,52,Product_52,9,9,1.0,48,16.12,16.12
2026-06-15,68,Product_68,4,4,21.0,418,41.42,869.82
2026-06-23,108,Product_108,15,5,12.0,73,23.83,285.96
2026-07-20,64,Product_64,3,3,2.0,373,19.97,39.94
2026-07-22,122,Product_122,5,5,0.0,55,71.32,0.0
2026-08-29,81,Product_81,20,10,19.0,88,16.58,315.02
2026-08-16,150,Product_150,2,2,16.0,260,59.38,950.08
2026-08-15,96,Product_96,20,10,1.0,98,31.97,31.97
2026-08-21,45,Product_45,2,2,5.0,227,54.65,273.25
2026-07-21,117,Product_117,10,10,2.0,223,85.69,171.38
2026-08-15,62,Product_62,12,2,26.0,219,39.6,1029.6
2026-08-03,81,Product_81,3,3,12.0,114,16.58,198.96
2026-07-16,21,Product_21,18,8,11.0,79,24.23,266.53
2026-08-24,18,Product_18,20,10,10.0,261,65.13,651.3
2026-06-13,87,Product_87,5,5,31.0,327,33.06,1024.86
2026-07-05,29,Product_29,5,5,3.0,364,93.91,281.73
2026-07-02,150,Product_150,16,6,6.0,392,59.38,356.28
2026-07-19,129,Product_129,8,8,9.0,402,64.85,583.65
2026-07-01,106,Product_106,1,1,9.0,186,18.59,167.31
2026-07-09,111,Product_111,16,6,7.0,82,8.44,59.08
2026-08-29,90,Product_90,8,8,8.0,156,33.68,269.44
2026-08-07,10,Product_10,9,9,16.0,282,92.05,1472.8
2026-08-12,59,Product_59,14,4,4.0,493,90.34,361.36
2026-07-02,75,Product_75,12,2,1.0,170,98.73,98.73
2026-06-30,138,Product_138,17,7,15.0,72,10.18,152.7
